,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
3204,97,6.2,6.6,10,10,2,5,0.0,0
3205,97,5.75,5.57,1,2,4,5,0.0,0
3206,95,5.17,5.25,9,5,8,1,0.0,0
3207,108,9.24,9.04,3,1,4,4,0.0,0
3208,105,9.08,9.51,5,7,5,2,0.0,0
3209,105,9.0,8.73,5,4,5,0,1.0,0
3210,105,6.16,6.15,5,2,3,3,0.0,0
3211,99,7.44,7.02,4,9,9,4,0.0,0
3212,103,9.6,9.83,4,6,9,4,0.0,1
3213,91,9.16,9.63,6,7,10,1,1.0,0
3214,83,9.7,9.73,4,10,8,2,1.0,1
3215,101,8.17,8.05,9,7,6,1,0.0,0
3216,91,5.97,6.46,7,10,10,4,0.0,0
3217,70,5.48,5.32,10,8,1,2,0.0,0
3218,96,7.62,7.83,4,9,5,3,0.0,0
3219,98,7.54,7.47,8,5,3,1,0.0,0
3220,113,5.8,6.03,9,3,6,2,1.0,0
3221,92,9.51,9.55,10,5,9,4,0.0,1
3222,94,9.13,9.5,5,10,4,5,0.0,0
3223,91,8.92,8.52,7,10,4,1,1.0,0
3224,97,6.68,6.55,3,7,9,0,1.0,0
3225,96,9.63,9.54,2,5,9,1,0.0,0
3226,85,7.51,7.8,2,9,8,4,0.0,0
3227,105,9.58,9.44,4,0,4,4,1.0,0
3228,105,8.71,8.27,8,8,5,1,1.0,0
3229,104,8.59,8.35,8,4,8,3,1.0,1
3230,98,9.29,8.98,8,10,10,1,1.0,0
3231,92,9.56,10.04,5,0,1,5,1.0,0
3232,106,9.18,9.67,3,7,9,3,1.0,1
3233,103,9.59,9.3,2,5,6,3,1.0,0
3234,93,6.16,6.19,1,0,9,0,0.0,0
3235,94,7.18,7.41,5,2,8,4,1.0,0
3236,91,9.45,9.62,4,10,2,5,0.0,0
3237,64,5.62,5.66,2,4,2,0,1.0,0
3238,78,5.73,5.86,3,7,8,2,0.0,0
3239,90,5.61,5.26,10,2,6,3,0.0,0
3240,77,8.04,8.51,10,0,10,5,0.0,1
3241,107,8.8,8.68,4,4,8,2,0.0,1
3242,66,6.96,6.52,9,6,5,1,1.0,0
3243,71,5.83,5.89,5,5,8,2,0.0,0
3244,83,5.13,5.38,5,2,3,5,1.0,0
3245,117,7.33,7.78,7,6,1,1,1.0,0
3246,103,7.4,7.62,3,5,3,0,1.0,0
3247,67,8.54,9.03,7,10,9,4,1.0,1
3248,98,6.26,6.44,2,10,9,5,0.0,0
3249,126,7.18,6.84,4,0,6,5,0.0,0
3250,107,8.42,8.34,2,10,2,4,0.0,0
3251,97,6.39,6.49,1,10,4,3,1.0,0
3252,99,8.75,8.29,7,1,10,1,1.0,0
3253,90,8.73,8.24,7,1,2,1,0.0,0
3254,101,5.22,5.62,1,1,9,5,0.0,0
3255,85,8.33,7.92,10,4,2,1,0.0,0
3256,83,7.34,7.66,3,5,9,1,0.0,0
3257,122,8.91,8.69,3,5,3,4,0.0,1
3258,91,8.35,8.14,5,8,1,3,0.0,0
3259,97,9.29,9.33,7,4,5,0,1.0,0
3260,130,5.02,5.05,1,5,9,2,0.0,1
3261,99,6.82,6.9,4,10,9,5,1.0,0
3262,100,9.48,9.61,5,2,3,1,0.0,0
3263,98,5.31,5.2,1,10,7,5,1.0,0
3264,93,9.89,10.38,7,5,7,2,1.0,0
3265,96,7.21,7.01,10,9,4,1,1.0,0
3266,116,6.54,6.31,2,5,4,5,0.0,0
3267,84,5.22,5.13,6,1,10,2,1.0,0
3268,113,9.73,9.92,7,10,4,2,1.0,1
3269,95,5.02,5.28,2,4,7,5,0.0,0
3270,92,6.59,6.16,2,5,9,2,0.0,0
3271,125,8.52,8.13,6,2,2,1,1.0,0
3272,83,9.95,9.5,10,7,3,2,0.0,0
3273,115,6.42,5.96,7,3,7,1,0.0,0
3274,102,9.67,9.99,8,4,6,0,0.0,0
3275,109,7.79,7.31,8,5,5,4,1.0,0
3276,93,9.21,9.42,8,9,3,2,1.0,0
3277,79,6.52,6.45,6,8,8,0,1.0,0
3278,93,6.69,6.9,9,0,8,0,1.0,0
3279,119,5.2,5.57,1,5,10,3,0.0,1
3280,85,8.16,8.48,7,0,7,0,1.0,0
3281,92,7.44,7.84,9,4,1,1,1.0,0
3282,78,7.72,7.32,4,2,4,1,0.0,0
3283,93,7.3,7.06,6,1,8,2,1.0,0
3284,87,6.29,6.28,3,5,10,0,1.0,0
3285,95,5.06,5.24,10,8,4,5,0.0,0
3286,127,7.29,7.18,6,3,2,1,1.0,0
3287,118,6.51,6.15,2,9,7,0,0.0,0
3288,97,5.55,5.31,6,3,10,3,0.0,0
3289,102,7.92,8.32,2,2,7,3,0.0,0
3290,77,8.33,8.1,2,3,8,4,0.0,1
3291,102,7.28,6.86,10,9,3,1,1.0,0
3292,86,5.07,5.2,3,5,3,4,1.0,0
3293,92,7.72,8.12,2,4,8,1,0.0,0
3294,65,9.48,9.96,10,9,1,5,1.0,0
3295,121,8.05,7.71,1,10,8,3,0.0,1
3296,87,7.8,8.15,3,0,3,2,0.0,0
3297,98,8.05,8.1,5,5,1,1,0.0,0
3298,105,5.27,4.92,6,8,3,4,1.0,0
3299,88,9.82,10.25,10,10,10,5,1.0,1
3300,90,8.61,8.82,5,1,6,4,0.0,0
3301,108,9.02,8.86,10,0,5,2,1.0,0
3302,100,6.73,6.74,5,5,1,3,0.0,0
3303,63,7.89,7.62,7,8,10,0,0.0,0
3304,93,6.7,7.07,3,7,9,5,0.0,0
3305,89,7.07,6.66,1,10,1,5,1.0,0
3306,120,8.87,8.88,8,4,1,2,0.0,1
3307,84,7.2,7.56,6,0,2,2,1.0,0
3308,82,5.7,5.62,1,7,3,5,0.0,0
3309,94,7.45,7.38,4,8,5,4,1.0,0
3310,104,7.63,7.84,9,2,5,5,1.0,0
3311,90,6.92,6.73,4,1,8,0,0.0,0
3312,128,7.94,8.37,8,7,5,5,1.0,1
3313,100,8.16,8.36,6,6,3,2,1.0,0
3314,109,5.4,5.52,4,10,8,3,0.0,0
3315,106,6.51,6.66,1,9,10,5,0.0,0
3316,99,6.54,6.66,5,1,10,1,0.0,0
3317,87,7.21,7.27,8,10,9,0,0.0,0
3318,74,5.5,5.03,8,2,7,4,0.0,0
3319,106,7.98,8.0,6,1,10,3,0.0,0
3320,107,9.22,9.71,4,8,9,1,0.0,0
3321,96,6.31,6.46,5,0,2,4,1.0,0
3322,120,5.25,5.56,1,6,1,3,1.0,0
3323,74,6.46,6.65,3,8,3,4,1.0,0
3324,103,8.66,8.64,7,0,6,4,1.0,0
3325,106,8.27,7.98,8,9,1,0,1.0,0
3326,124,6.81,7.23,8,4,7,3,0.0,0
3327,113,5.15,4.87,1,9,1,5,0.0,0
3328,83,5.51,5.46,10,9,9,5,1.0,0
3329,107,8.02,7.8,6,9,10,5,0.0,0
3330,77,5.33,5.75,3,5,8,3,0.0,0
3331,111,6.63,6.73,10,9,7,2,1.0,0
3332,104,7.46,7.78,1,6,6,5,0.0,0
3333,82,8.29,8.2,1,1,5,0,0.0,0
3334,109,9.24,9.71,10,2,1,2,1.0,0
3335,91,6.26,5.97,9,6,3,0,0.0,0
3336,98,8.24,8.02,1,8,4,2,0.0,0
3337,105,8.41,8.49,8,10,9,4,0.0,1
3338,70,6.02,6.39,7,10,8,3,0.0,0
3339,110,6.91,7.23,6,10,10,1,1.0,0
3340,104,6.51,6.71,9,7,6,4,0.0,0
3341,118,6.3,6.61,7,7,8,4,0.0,1
3342,127,5.22,5.62,7,10,8,4,0.0,1
3343,100,9.65,9.22,10,4,9,5,1.0,1
3344,67,7.32,6.97,4,10,9,2,0.0,0
3345,77,9.77,9.53,3,2,5,0,0.0,0
3346,90,8.07,7.58,10,4,4,1,0.0,0
3347,125,9.28,9.41,4,9,10,2,0.0,1
3348,91,9.89,9.86,3,1,9,3,0.0,1
3349,104,9.59,9.92,4,3,1,0,0.0,0
3350,114,6.69,6.42,1,8,7,5,0.0,0
3351,110,6.03,5.66,4,9,9,5,0.0,0
3352,103,8.49,8.55,9,4,5,5,0.0,0
3353,107,7.07,7.55,10,9,10,2,0.0,0
3354,121,7.19,7.33,4,2,4,3,0.0,0
3355,80,8.43,8.57,9,2,1,0,0.0,0
3356,96,9.31,9.14,8,3,9,1,0.0,0
3357,98,5.65,5.25,10,7,6,5,0.0,0
3358,89,7.34,7.49,1,9,8,1,1.0,0
3359,103,9.16,8.97,2,10,3,0,1.0,0
3360,101,7.69,7.38,7,2,7,2,0.0,0
3361,84,8.02,8.14,4,1,10,2,0.0,1
3362,76,9.89,9.87,4,2,7,4,0.0,0
3363,102,6.12,6.29,7,5,7,1,0.0,0
3364,119,7.82,7.65,6,10,4,2,1.0,0
3365,100,5.61,5.64,4,3,3,4,0.0,0
3366,107,7.57,7.44,10,8,10,3,0.0,0
3367,89,9.47,9.28,3,7,3,3,0.0,0
3368,82,9.42,9.25,4,1,2,4,0.0,0
3369,99,7.0,6.57,6,2,8,3,1.0,0
3370,92,6.19,6.43,6,9,9,3,0.0,0
3371,97,9.07,8.94,7,8,5,4,1.0,0
3372,98,5.22,5.57,5,0,2,2,1.0,0
3373,76,8.15,8.11,2,7,7,4,0.0,0
3374,79,9.16,8.86,8,8,3,3,1.0,0
3375,99,9.56,9.26,2,3,2,2,0.0,0
3376,119,9.52,9.79,3,10,5,0,0.0,0
3377,89,7.03,7.47,1,6,2,0,0.0,0
3378,123,9.34,8.92,9,2,3,5,0.0,1
3379,118,8.82,8.73,10,0,2,3,1.0,1
3380,112,8.16,8.22,5,1,4,1,0.0,0
3381,100,8.73,8.92,2,7,9,0,1.0,0
3382,119,7.49,7.94,3,3,10,0,1.0,0
3383,114,9.36,9.16,2,6,9,4,0.0,1
3384,107,8.18,8.14,6,3,8,4,0.0,1
3385,101,9.27,9.03,9,10,10,3,1.0,1
3386,115,7.73,7.85,7,7,3,4,1.0,0
3387,83,5.76,6.1,5,3,3,2,0.0,0
3388,73,6.55,6.89,10,9,1,4,1.0,0
3389,103,7.8,7.45,1,2,7,2,0.0,0
3390,96,9.51,9.96,8,6,8,2,1.0,1
3391,98,7.31,7.53,8,0,8,1,0.0,0
3392,138,9.07,9.5,8,3,4,4,1.0,1
3393,101,7.25,7.38,9,2,4,4,1.0,0
3394,105,7.47,7.51,6,7,8,4,0.0,0
3395,127,6.71,6.92,3,9,2,2,0.0,0
3396,89,7.8,7.89,1,3,4,1,1.0,0
3397,113,8.99,8.5,9,7,4,4,1.0,1
3398,99,6.76,7.09,8,9,1,1,1.0,0
3399,109,5.12,5.47,4,9,7,4,1.0,0
3400,112,8.07,7.8,3,9,9,3,0.0,1
3401,64,7.37,7.3,6,8,8,5,0.0,0
3402,109,8.65,9.06,7,2,7,4,0.0,0
3403,120,6.52,6.33,4,1,1,1,0.0,0
3404,95,6.87,6.62,7,9,1,0,0.0,0
3405,91,9.32,9.35,6,4,5,0,1.0,0
3406,101,8.21,8.6,3,4,8,1,0.0,0
3407,86,8.15,8.53,6,2,7,5,0.0,0
3408,105,7.7,8.02,8,10,8,2,0.0,1
3409,97,5.27,5.54,5,3,3,5,0.0,0
3410,98,8.98,8.55,6,8,3,2,0.0,0
3411,86,7.69,8.12,7,7,9,3,0.0,1
3412,122,6.46,6.39,1,5,4,0,0.0,0
3413,74,6.94,7.27,2,7,4,5,0.0,0
3414,115,9.12,8.63,3,6,8,4,0.0,1
3415,92,5.72,5.39,8,10,3,2,1.0,0
3416,105,8.04,7.95,5,6,4,0,0.0,0
3417,84,9.15,9.26,6,10,3,1,0.0,0
3418,99,6.84,6.76,7,2,1,0,0.0,0
3419,89,8.79,8.93,2,3,1,2,1.0,0
3420,100,9.0,9.44,3,7,9,4,1.0,1
3421,90,9.78,9.28,7,0,3,5,0.0,0
3422,91,7.56,7.23,8,7,9,3,1.0,0
3423,119,5.11,4.7,8,8,2,3,0.0,0
3424,93,8.22,8.71,10,2,9,0,0.0,0
3425,84,5.7,6.08,4,7,8,2,0.0,0
3426,91,5.13,5.61,8,4,4,2,0.0,0
3427,118,5.42,5.58,7,4,7,0,0.0,0
3428,107,6.38,6.71,10,9,10,1,0.0,0
3429,106,9.06,8.91,5,4,10,2,0.0,1
3430,95,8.86,8.57,4,10,10,2,1.0,1
3431,106,8.8,9.07,1,8,4,0,0.0,0
3432,105,9.93,9.53,1,6,2,5,1.0,0
3433,110,8.81,8.85,10,1,3,4,0.0,0
3434,87,8.87,8.89,6,5,8,2,0.0,1
3435,95,9.77,9.52,9,1,7,4,0.0,0
3436,114,5.42,5.62,8,8,3,0,0.0,0
3437,103,5.93,6.03,8,1,6,1,1.0,0
3438,106,8.45,8.25,4,7,1,0,1.0,0
3439,82,7.63,7.42,2,2,7,3,1.0,0
3440,91,8.86,8.89,9,5,10,1,0.0,0
3441,87,6.0,6.16,4,1,10,0,1.0,0
3442,81,6.53,6.94,6,5,1,5,0.0,0
3443,116,6.99,7.47,5,1,3,0,1.0,0
3444,83,6.27,6.62,6,6,10,4,0.0,0
3445,116,9.34,8.85,8,2,1,4,0.0,1
3446,111,5.23,5.41,3,5,3,3,0.0,0
3447,127,5.96,6.14,5,6,8,1,1.0,0
3448,106,7.36,7.23,9,7,3,1,1.0,0
3449,82,7.5,7.97,9,5,6,4,0.0,0
3450,98,6.04,6.32,9,10,2,2,1.0,0
3451,125,9.88,10.17,4,10,10,2,0.0,1
3452,101,8.73,8.44,5,0,4,4,1.0,0
3453,82,9.99,10.23,3,6,10,0,0.0,0
3454,94,7.43,6.94,4,8,10,1,0.0,0
3455,119,6.12,5.77,5,6,6,1,0.0,0
3456,110,7.47,7.29,3,10,5,3,1.0,0
3457,88,8.51,8.39,1,4,1,4,1.0,0
3458,82,6.67,6.61,1,3,2,2,0.0,0
3459,97,5.58,5.92,1,6,9,0,0.0,0
3460,97,7.21,6.8,1,9,2,5,0.0,0
3461,87,6.29,6.35,8,9,8,0,0.0,0
3462,90,9.93,9.43,1,2,2,0,0.0,0
3463,78,8.69,9.17,4,5,7,2,0.0,0
3464,79,5.31,5.05,6,4,10,0,0.0,0
3465,83,6.24,6.26,10,4,1,2,1.0,0
3466,89,6.79,6.72,5,6,7,3,1.0,0
3467,101,9.68,9.32,10,10,5,0,0.0,0
3468,105,7.92,8.25,5,0,6,3,1.0,0
3469,86,6.96,7.15,5,5,4,0,0.0,0
3470,100,8.47,8.49,1,3,2,4,0.0,0
3471,80,9.16,8.8,5,6,8,4,0.0,1
3472,111,8.11,8.46,8,9,6,2,0.0,1
3473,114,9.01,8.58,5,2,2,3,0.0,1
3474,83,7.57,8.06,6,7,10,4,0.0,1
3475,64,6.95,6.78,7,10,5,0,0.0,0
3476,88,5.2,5.23,9,6,8,2,1.0,0
3477,91,7.57,7.86,4,7,2,2,1.0,0
3478,103,8.79,8.31,5,2,7,3,0.0,0
3479,110,5.07,4.81,3,8,3,2,0.0,0
3480,108,6.62,6.71,7,3,10,2,0.0,0
3481,94,9.21,9.51,2,4,6,2,0.0,0
3482,110,6.11,5.97,4,10,3,0,0.0,0
3483,103,9.18,8.79,10,6,9,3,0.0,1
3484,84,8.36,8.56,7,10,8,4,0.0,1
3485,117,8.31,8.13,6,2,10,3,1.0,1
3486,92,9.24,9.14,6,0,6,1,0.0,0
3487,125,7.9,7.61,3,6,9,3,1.0,1
3488,102,9.74,9.86,8,0,5,5,1.0,0
3489,115,9.64,10.05,1,8,5,4,0.0,1
3490,99,8.17,8.4,1,1,3,1,0.0,0
3491,100,6.29,6.53,9,3,2,2,0.0,0
3492,113,5.82,5.56,6,2,3,2,0.0,0
3493,99,8.18,7.69,9,0,3,2,0.0,0
3494,88,6.27,5.86,8,0,8,0,0.0,0
3495,100,5.69,5.4,6,7,2,3,1.0,0
3496,98,6.27,6.46,2,1,1,1,0.0,0
3497,114,8.83,9.02,9,8,8,2,1.0,1
3498,101,7.64,7.77,4,6,9,3,1.0,0
3499,111,6.28,6.03,9,7,8,3,1.0,1
3500,98,6.4,6.43,1,8,1,4,0.0,0
3501,91,7.41,7.29,6,1,3,3,0.0,0
3502,104,5.48,5.88,7,9,8,2,0.0,0
3503,68,6.17,6.09,10,1,5,4,0.0,0
3504,88,6.57,6.56,8,2,8,4,0.0,0
3505,93,9.45,9.14,10,3,3,3,1.0,0
3506,77,7.53,7.21,6,5,5,0,0.0,0
3507,118,8.03,8.02,7,0,10,0,1.0,1
3508,124,5.35,5.47,10,1,10,3,0.0,1
3509,120,7.65,7.56,1,1,5,0,1.0,0
3510,97,9.03,8.92,10,6,4,5,0.0,0
3511,90,6.79,7.28,7,5,8,4,0.0,0
3512,127,9.45,8.98,2,9,7,2,1.0,1
3513,93,6.62,6.74,9,4,8,0,0.0,0
3514,83,5.67,5.28,1,9,10,0,1.0,0
3515,84,5.57,5.36,5,5,9,1,0.0,0
3516,95,5.85,5.68,10,7,8,5,0.0,0
3517,99,7.2,6.84,2,0,10,5,1.0,0
3518,119,6.93,6.56,5,9,3,0,0.0,0
3519,116,7.29,7.52,6,1,7,0,1.0,0
3520,98,7.42,7.32,6,5,1,4,0.0,0
3521,100,7.96,7.56,4,3,7,0,1.0,0
3522,86,5.5,5.56,10,9,4,0,1.0,0
3523,104,6.25,5.88,9,10,7,3,1.0,0
3524,96,6.64,6.9,4,3,1,0,1.0,0
3525,125,8.6,8.62,4,7,4,1,1.0,0
3526,114,7.17,7.18,10,5,2,1,0.0,0
3527,88,8.22,8.28,6,7,9,5,0.0,1
3528,124,7.93,8.4,4,1,4,5,1.0,1
3529,100,7.63,7.58,3,5,8,0,0.0,0
3530,95,8.44,8.36,5,7,7,5,0.0,0
3531,79,7.2,7.29,10,9,9,5,0.0,0
3532,89,7.49,7.98,1,6,5,3,1.0,0
3533,82,6.93,7.18,2,6,9,3,0.0,0
3534,102,6.78,7.19,8,8,4,3,1.0,0
3535,100,8.19,8.63,2,4,7,5,1.0,0
3536,98,5.28,5.53,1,2,3,0,0.0,0
3537,102,5.83,5.71,7,0,4,0,1.0,0
3538,108,6.03,6.15,5,3,9,5,1.0,0
3539,91,6.98,6.98,4,3,5,4,0.0,0
3540,109,5.23,5.03,9,1,8,5,1.0,0
3541,116,9.36,9.0,9,10,1,3,1.0,1
3542,66,8.06,8.51,3,1,7,3,0.0,0
3543,94,6.66,6.98,10,8,1,5,0.0,0
3544,101,9.26,9.58,5,10,1,3,1.0,0
3545,91,6.85,6.69,3,4,4,0,1.0,0
3546,88,9.03,9.29,10,5,10,4,0.0,1
3547,81,7.87,8.19,5,5,4,1,1.0,0
3548,81,8.69,8.67,10,5,10,0,1.0,0
3549,107,7.88,8.09,6,6,1,5,0.0,0
3550,93,5.35,5.18,3,4,2,3,0.0,0
3551,110,8.43,8.1,7,7,2,0,0.0,0
3552,111,5.85,6.27,9,9,6,5,0.0,0
3553,121,6.34,5.87,9,0,1,4,1.0,0
3554,110,9.57,9.65,2,1,8,4,0.0,1
3555,97,5.8,5.48,8,2,7,1,0.0,0
3556,100,7.72,7.23,4,4,1,2,0.0,0
3557,98,5.73,5.55,9,4,4,3,0.0,0
3558,107,8.69,8.49,6,8,8,1,1.0,0
3559,122,5.08,5.41,5,10,7,4,1.0,0
3560,90,9.42,9.84,10,4,8,0,0.0,0
3561,98,8.03,7.95,8,3,7,4,1.0,0
3562,104,5.55,5.19,6,7,7,3,1.0,0
3563,131,7.3,6.98,10,7,6,4,0.0,0
3564,85,5.05,5.46,2,9,4,5,0.0,0
3565,89,7.43,7.55,6,2,7,2,1.0,0
3566,115,9.76,9.57,6,10,5,0,1.0,0
3567,77,6.09,5.72,4,9,6,2,0.0,0
3568,98,6.74,6.32,4,10,1,5,1.0,0
3569,116,9.61,9.86,9,5,3,3,1.0,1
3570,92,8.6,9.01,5,2,5,0,0.0,0
3571,93,6.29,6.05,3,6,8,1,0.0,0
3572,101,8.32,8.01,7,6,10,1,0.0,0
3573,99,9.45,9.82,6,7,6,2,0.0,0
3574,106,6.21,6.38,4,10,8,2,0.0,0
3575,104,9.15,9.4,10,4,5,5,0.0,0
3576,113,9.71,9.56,9,10,7,4,0.0,1
3577,93,7.79,7.42,6,7,10,2,0.0,0
3578,101,7.58,7.46,1,3,10,0,0.0,0
3579,100,5.87,6.12,10,2,8,1,0.0,0
3580,114,5.75,6.22,6,6,3,2,0.0,0
3581,109,7.46,7.42,2,8,2,0,1.0,0
3582,113,9.26,8.8,3,3,5,0,0.0,0
3583,104,6.72,7.02,6,10,7,4,1.0,0
3584,90,6.77,6.98,7,3,1,4,1.0,0
3585,100,9.21,9.05,10,9,5,1,0.0,0
3586,84,6.36,6.24,2,6,5,2,0.0,0
3587,97,6.48,6.64,8,4,5,3,0.0,0
3588,120,5.57,5.14,6,7,8,1,1.0,0
3589,95,5.81,6.22,7,1,5,2,0.0,0
3590,113,9.31,9.46,7,7,9,5,0.0,1
3591,94,6.01,5.97,6,1,6,0,1.0,0
3592,90,5.28,5.74,3,3,10,5,1.0,0
3593,94,7.65,7.81,2,6,8,1,1.0,0
3594,118,8.74,8.88,7,5,5,0,1.0,0
3595,91,9.24,9.71,4,1,2,2,0.0,0
3596,107,7.26,6.78,9,0,7,4,0.0,0
3597,99,7.75,7.42,3,9,6,5,0.0,0
3598,88,8.78,8.54,5,1,8,1,0.0,0
3599,101,9.29,9.64,6,5,1,5,0.0,0
3600,78,8.18,8.5,2,8,9,3,1.0,1
3601,110,6.96,6.66,4,3,5,0,0.0,0
3602,100,5.21,5.0,3,3,7,4,1.0,0
3603,110,6.36,6.01,7,2,5,3,0.0,0
3604,89,9.86,9.85,8,3,9,1,0.0,0
3605,116,8.0,7.81,6,10,4,0,1.0,0
3606,90,8.92,8.51,7,7,9,5,0.0,1
3607,93,5.91,5.41,6,5,9,1,1.0,0
3608,117,5.32,5.32,3,7,9,0,1.0,0
3609,123,5.35,5.28,4,4,6,0,1.0,0
3610,91,8.39,8.6,2,5,6,5,0.0,0
3611,107,5.93,5.44,2,1,2,0,0.0,0
3612,112,6.19,6.19,6,3,3,5,0.0,0
3613,91,6.19,6.09,5,1,10,2,1.0,0
3614,63,5.51,5.21,3,0,4,0,1.0,0
3615,105,9.86,9.45,1,7,4,3,0.0,0
3616,88,9.99,10.08,9,9,9,1,0.0,0
3617,112,5.39,5.01,1,7,9,1,1.0,0
3618,106,5.59,5.36,8,9,9,2,1.0,0
3619,109,5.77,5.8,3,8,4,2,1.0,0
3620,94,9.0,8.68,2,2,2,2,0.0,0
3621,105,5.93,5.89,7,7,9,1,1.0,0
3622,110,7.68,7.87,2,3,9,0,0.0,0
3623,101,8.31,8.38,4,0,8,5,1.0,1
3624,103,7.12,7.08,3,0,7,3,0.0,0
3625,91,9.67,9.41,3,6,6,3,1.0,0
3626,103,8.11,8.13,3,4,6,3,1.0,0
3627,99,5.48,5.56,3,10,1,0,1.0,0
3628,98,6.08,5.77,3,2,10,2,0.0,0
3629,92,5.98,6.18,1,6,7,4,1.0,0
3630,104,7.57,7.59,8,8,7,2,0.0,0
3631,91,5.56,5.15,9,9,7,0,0.0,0
3632,102,7.12,6.72,5,9,4,0,0.0,0
3633,119,6.49,6.21,1,7,4,4,0.0,0
3634,89,9.97,9.83,3,0,2,0,1.0,0
3635,83,5.88,5.43,5,3,5,1,0.0,0
3636,117,6.69,6.57,1,2,7,4,0.0,0
3637,108,8.88,8.6,5,10,9,0,0.0,0
3638,83,7.37,7.22,6,5,9,4,1.0,0
3639,110,7.15,7.11,5,4,7,0,0.0,0
3640,91,9.02,8.99,3,10,5,3,1.0,0
3641,127,9.03,9.37,4,9,2,1,0.0,0
3642,116,6.89,7.19,9,0,1,5,1.0,0
3643,100,9.22,9.1,2,5,4,2,0.0,0
3644,116,6.52,6.52,3,3,10,2,0.0,1
3645,115,8.72,8.9,9,2,3,3,0.0,1
3646,113,8.15,8.04,6,8,6,4,0.0,1
3647,98,5.1,5.3,2,10,3,3,1.0,0
3648,104,5.09,5.43,8,2,10,2,1.0,0
3649,77,5.23,5.24,7,10,4,4,1.0,0
3650,78,5.87,6.1,9,2,9,4,0.0,0
3651,115,6.16,5.88,9,6,10,4,0.0,1
3652,99,8.78,9.1,7,6,5,4,0.0,0
3653,120,8.65,9.05,7,5,3,3,1.0,1
3654,97,7.97,7.47,4,3,6,2,0.0,0
3655,91,6.57,6.39,3,6,10,5,1.0,0
3656,78,5.4,5.34,8,3,3,1,1.0,0
3657,84,8.93,9.31,8,1,10,1,1.0,0
3658,92,7.42,7.03,10,3,9,2,0.0,0
3659,123,5.67,6.16,1,1,2,4,1.0,0
3660,98,8.22,7.79,6,4,5,0,1.0,0
3661,99,7.78,8.0,9,10,8,2,0.0,0
3662,111,9.27,9.69,10,7,10,1,0.0,1
3663,119,8.08,8.19,8,4,4,3,1.0,1
3664,102,9.79,9.61,7,8,9,4,1.0,1
3665,108,6.79,6.38,2,4,10,5,0.0,0
3666,106,9.2,8.82,7,4,9,3,0.0,1
3667,99,9.99,9.62,9,5,2,3,1.0,0
3668,80,9.77,9.91,1,0,9,4,1.0,1
3669,76,7.92,7.56,7,1,8,3,1.0,0
3670,91,5.57,5.6,2,9,7,4,0.0,0
3671,84,8.7,8.7,2,6,4,4,0.0,0
3672,115,7.72,7.82,2,6,6,5,0.0,0
3673,80,5.46,5.82,4,4,6,1,1.0,0
3674,134,7.71,7.71,7,2,7,2,0.0,0
3675,114,6.74,6.72,5,9,8,2,1.0,1
3676,96,5.14,4.99,6,9,1,5,1.0,0
3677,99,8.34,8.02,9,5,9,0,1.0,0
3678,89,7.25,7.48,9,6,4,5,0.0,0
3679,117,9.77,9.84,10,9,2,5,0.0,1
3680,84,8.93,8.86,3,0,4,2,0.0,0
3681,81,7.87,7.79,7,1,2,4,1.0,0
3682,82,6.58,6.65,1,5,4,3,0.0,0
3683,114,6.73,7.19,9,6,6,2,0.0,0
3684,97,9.53,9.15,2,5,9,5,1.0,1
3685,78,5.93,5.97,8,5,5,0,0.0,0
3686,130,8.44,7.98,8,9,10,2,0.0,1
3687,81,7.61,7.24,5,6,6,0,1.0,0
3688,99,6.65,6.33,7,4,2,4,0.0,0
3689,101,7.34,6.97,9,5,2,0,1.0,0
3690,97,8.68,8.49,5,7,4,3,0.0,0
3691,102,9.43,9.08,7,3,3,4,1.0,0
3692,103,9.29,9.41,1,2,5,3,0.0,0
3693,132,7.44,7.73,5,3,6,1,1.0,0
3694,103,8.57,9.03,7,5,3,1,1.0,0
3695,104,5.94,6.27,10,9,2,0,0.0,0
3696,97,8.5,8.67,3,7,9,0,0.0,0
3697,78,7.64,7.66,9,5,2,3,1.0,0
3698,111,8.84,8.72,7,9,2,1,1.0,0
3699,104,6.86,7.21,10,1,8,5,0.0,0
3700,109,6.48,6.6,6,10,6,4,0.0,0
3701,84,8.48,8.69,6,5,6,3,0.0,0
3702,102,7.17,7.3,2,6,8,4,1.0,0
3703,81,5.65,5.28,1,4,5,4,0.0,0
3704,110,8.58,8.36,3,4,9,3,0.0,1
3705,113,5.58,5.66,6,3,3,1,0.0,0
3706,95,8.17,7.68,6,5,4,5,0.0,0
3707,112,8.31,7.96,1,3,10,5,0.0,1
3708,99,5.22,4.73,2,9,8,2,1.0,0
3709,98,5.86,5.39,3,7,1,3,0.0,0
3710,123,6.68,6.58,5,7,8,2,0.0,1
3711,103,8.47,8.95,4,1,4,5,0.0,0
3712,99,9.98,10.1,3,0,4,0,0.0,0
3713,132,7.83,7.58,4,0,1,0,0.0,0
3714,76,6.94,7.02,10,4,2,5,0.0,0
3715,118,7.46,7.39,8,0,6,4,0.0,0
3716,101,8.34,8.64,6,3,2,1,1.0,0
3717,97,9.95,9.46,2,9,7,4,1.0,0
3718,106,6.98,6.97,3,0,9,0,0.0,0
